,bus_id,kmeans_label,acc,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,121032000000000172	,2,0.02442938167066977,38.53213,58.970913,36.186695,29.485456,69.357834,52.939796,42.552876,53.60992,36.186695,92.14205,65.00203,66.00721,31.495829,88.45636999999999,55.955353,76.72919499999999,68.017586,61.65141,51.93461,34.176323,110.90552,93.14723,77.06426,41.212627000000005,77.73438,37.526943,56.96054,84.43562,56.96054,87.45118000000001,64.66696,47.578804,74.0487,92.81217,42.552876,53.94498000000001,60.981285,75.38895,30.825705,32.836075,11.057046,71.03314,45.903492,21.77903,48.919052,55.620293,19.433596,24.794588,28.815332,36.52176,25.799774,48.248928,47.578804,29.485456,56.96054,18.093348,58.970913,29.485456,18.763472,69.02277,38.197067,15.07779,51.59955,15.07779,44.228184000000006,63.326717,45.903492,49.589176,75.724014,24.124464,105.54453,49.254112,28.815332,60.981285,59.976097,49.924236,52.939796,120.95738,57.630665,48.58399,53.94498000000001,66.34228,39.537315,83.7655,55.285230000000006,46.573616,71.3682,33.5062,37.526943,82.09019,48.248928,47.913864,39.537315,43.89312,98.84329,116.93664,69.692894,36.85682,66.67734,86.11093000000001,87.11612,80.07982,73.37858,67.34746,96.162796,149.77272,113.25095,66.67734,100.18354,128.32875,74.38376600000001,97.838104,103.86922,124.97813,107.88996000000002,83.7655,112.91589,127.99368,109.56527,50.59436,101.85885,116.93664,100.18354,156.80902,116.26651,89.796616,104.539345,68.352646,53.274857,101.52379,79.74476,46.238556,126.65343500000002,63.326717,17.088161,88.79143,84.10056,71.70326999999999,69.02277,117.60676,81.08501,95.15761,84.10056,85.77587,81.42007,85.77587,39.87238,119.282074,75.05389,70.02795400000001,131.67937,68.017586,113.25095,37.862007,84.77068,104.204285,31.830890000000004,69.02277,100.85366,111.240585,50.59436,99.84847,61.98647,98.84329,92.47711,65.00203,30.825705,59.305973,46.90868,27.140022,43.55806,99.51341,62.991657,56.625477,53.60992,71.70326999999999,99.84847,78.40451,59.976097,111.575645,69.357834,124.308,80.74994000000001,47.24374,70.36301999999999,59.641037,89.12649,114.25614,92.47711,89.12649,80.74994000000001,53.274857,30.490643,50.2593,87.78624,117.2717,66.00721,85.10575,121.29243999999998,105.87959
1,121032000000000173	,2,0.023777597862420174,40.542503,59.641037,36.52176,29.150394,68.687706,51.59955,43.222996,54.61510500000001,35.51657,91.471924,63.66178000000001,65.67215,34.511387,92.47711,72.03833,76.059074,68.687706,64.3319,50.59436,33.841263,118.276886,92.81217,75.724014,33.17114,77.39931999999999,37.526943,54.280045,86.44599000000001,58.30079,86.11093000000001,64.66696,43.222996,80.07982,93.4823,49.589176,53.60992,56.96054,75.724014,30.825705,24.124464,14.742728,71.70326999999999,45.56843,22.114092000000003,48.58399,54.95016999999999,21.108906,23.789402,32.501015,36.52176,25.799774,49.924236,47.24374,29.485456,56.290417000000005,18.093348,58.63585,26.134836,19.768658,69.357834,36.186695,16.082975,53.94498000000001,16.082975,43.222996,61.98647,46.238556,51.264484,73.37858,25.464712,103.1991,49.924236,22.114092000000003,64.66696,60.981285,52.939796,57.630665,117.60676,56.96054,50.59436,53.60992,65.00203,49.254112,81.75513000000001,57.630665,46.238556,72.70845,33.841263,39.537315,82.425255,47.913864,47.24374,41.547688,43.222996,96.497856,117.941826,70.69808,36.85682,68.017586,85.10575,84.77068,77.06426,67.682526,64.66696,109.23021,144.74678,109.56527,74.0487,98.508224,122.63269,70.69808,93.81736,105.54453,119.952194,107.21984,86.78106,104.539345,121.96257,108.89515,53.274857,98.173164,118.276886,99.17835,156.13889,111.240585,73.37858,102.86404,69.02277,59.641037,99.17835,79.74476,47.913864,125.31319,63.326717,34.176323,88.12131,78.73957,69.02277,69.02277,114.5912,78.06944,94.82255,86.11093000000001,91.13686,81.08501,85.10575,40.207440000000005,119.617134,75.38895,71.70326999999999,127.99368,66.67734,110.57046,40.877563,85.10575,97.503044,33.17114,68.687706,100.5186,109.90034,52.939796,95.49267,60.981285,96.83292,91.806984,71.03314,32.836075,61.316345,55.285230000000006,30.15558,43.55806,103.53416,60.64621999999999,56.625477,63.326717,70.36301999999999,99.51341,72.03833,63.66178000000001,109.56527,69.692894,123.97294,81.42007,48.248928,71.3682,61.98647,83.7655,109.23021,89.12649,91.13686,77.73438,52.939796,32.501015,50.59436,75.05389,113.58601000000002,66.67734,84.10056,113.25095,105.54453
2,121032000000000174	,4,0.01413917053066216,71.3682,17.758286,17.088161,0.0,96.162796,97.503044,80.41488000000001,20.773844,83.7655,81.42007,77.73438,17.088161,77.73438,110.2354,76.72919499999999,17.423223,98.508224,83.430435,76.72919499999999,21.108906,80.07982,91.13686,71.70326999999999,22.449154,22.114092000000003,0.0,90.8018,67.682526,0.0,17.423223,17.423223,82.09019,70.36301999999999,71.3682,1.67531,16.418036999999998,51.93461,97.16798,0.0,0.0,0.0,0.0,0.0,0.0,60.31116,91.471924,0.0,59.641037,56.290417000000005,55.620293,69.02277,21.108906,21.443968,48.58399,76.39413499999999,21.77903,19.433596,20.773844,0.0,0.0,20.773844,20.438782,0.0,23.119278,11.057046,22.784216,17.088161,0.0,21.108906,21.443968,0.0,81.08501,0.0,88.45636999999999,77.06426,21.108906,76.72919499999999,0.0,80.07982,83.095375,21.443968,85.77587,0.0,0.0,49.589176,57.965725,21.77903,93.4823,85.77587,56.96054,13.40248,106.88478,93.14723,71.03314,21.108906,96.497856,0.0,0.0,0.0,71.03314,97.503044,0.0,17.758286,92.81217,80.41488000000001,55.955353,18.093348,92.81217,90.131676,0.0,0.0,0.0,17.758286,89.12649,0.0,39.537315,77.39931999999999,20.438782,87.11612,82.425255,69.692894,0.0,0.0,68.687706,92.47711,0.0,0.0,0.0,27.140022,12.062232,15.07779,17.758286,63.99684,62.321533,81.75513000000001,0.0,0.0,0.0,0.0,0.0,69.357834,21.443968,88.79143,86.78106,65.67215,15.412852,77.39931999999999,98.508224,57.630665,25.464712,89.796616,0.0,0.0,0.0,0.0,0.0,82.760315,0.0,38.53213,0.0,87.78624,87.45118000000001,27.140022,105.54453,0.0,86.44599000000001,55.620293,64.3319,14.407666,90.466736,82.425255,58.970913,21.77903,0.0,81.08501,56.290417000000005,92.47711,18.42841,67.34746,93.14723,0.0,68.017586,73.37858,21.108906,0.0,79.07463,91.13686,77.06426,14.742728,78.06944,108.22502,76.39413499999999,16.082975,71.03314,99.84847,74.0487,42.552876,71.70326999999999,50.2593,16.7531
3,121032000000000369	,1,0.0015316437264720761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.643797,0.0,5.358226999999999,-5.715442,0.0,0.0,0.0,-2.857721,0.0,24.29063,0.0,23.218985,26.43392,-5.715442,18.575188,27.862782,32.149364,-2.143291,21.790123,10.716455,29.291641,21.790123,31.434933,34.649868,3.5721510000000003,7.858733,31.077717,43.93746,22.147339,17.503542000000003,-1.0716450000000002,2.500506,18.932402,-3.214936,-7.144303,42.865818,20.71848,0.0,23.933414000000003,31.792149,16.074682,36.79316,25.00506,37.864803,63.22708000000001,33.578224,23.576199,7.144303,10.35924,20.71848,26.076706,23.218985,34.649868,30.720503000000004,66.0848,14.645821,17.146326000000002,37.864803,51.081764,11.073669,27.505566,12.145315,10.002024,18.217972,2.500506,0.71443,11.788099,21.790123,-12.145315,32.863792,-2.500506,11.788099,41.43696,0.0,13.21696,13.931391,8.930378999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0726580000000006,0.0,15.717466,0.0,0.0,0.0,16.074682,7.858733,0.0,24.29063,0.0,26.791136,26.43392,-1.7860759999999998,26.076706,26.43392,33.578224,-3.5721510000000003,19.289618,19.646833,18.575188,27.862782,29.648857,36.79316,8.215948,1.4288610000000002,-1.7860759999999998,51.796196,12.859745,45.723537,30.720503000000004,-4.643797,5.358226999999999,0.0,33.93544,41.43696,28.934427000000003,0.0,5.715442,54.296703,12.50253,41.079742,48.938473,20.71848,34.649868,22.861769,32.506577,28.577211,16.431896,10.002024,36.078728000000005,19.646833,45.00911,35.3643,47.152397,-6.787088000000001,14.645821,47.152397,20.71848,24.29063,0.0,30.720503000000004,-9.287594,16.074682,22.504555,41.79417,27.505566,38.93645,0.0,36.435944,7.501517999999999,15.003035999999998,25.71949,0.0,6.429873000000001,15.717466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,121032000000000718	,1,-0.061233603172149875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,121032050000000095	,1,0.007239149998796601,77.377144,57.649776,59.62979,65.27277,48.033325,52.65835,69.36158,50.33079,54.28666,67.51971999999999,70.68566,50.55651,53.85252,68.039825,61.364296,57.988575,47.199726,53.734512,66.64004,53.614952,46.177006,57.801174,46.893585,49.382008,46.583073,62.905384,51.98688,58.220222,64.39089,51.70767,64.4469,40.994614,39.841118,49.690090000000005,49.14995,37.727108,36.846127,35.33896,35.083,33.391376,36.37618,32.98811,33.192238,33.800793,33.73276,32.66787,34.515465,34.852577000000004,33.18813,32.163647,36.431090000000005,39.21714,35.568268,34.760628000000004,36.470234000000005,37.98402,36.640198,38.969315,39.50997,36.96993,40.922775,36.50446,35.531,37.83766,41.924885,44.862103000000005,56.72017,66.11735,51.337963,42.21023,56.22592,67.63313000000001,45.789566,50.630775,40.492340000000006,42.61209,54.22164,50.119587,61.67185,52.719666,54.57897,43.67618,45.349937,53.72095,56.18384,48.952007,50.250744,53.1076,42.784077,51.112602,38.095467,44.180855,56.786854000000005,40.08177,74.69429000000001,50.92015,51.2086,55.75656,49.331573,45.147087,55.522934,43.39871,51.411232,40.69335,46.886173,50.77387,47.90697,45.673332,59.012825,66.29086,44.030567,62.796528,62.847496,48.88378,52.917835,54.3462,55.89686999999999,50.284706,59.566246,64.13698000000001,53.799847,56.437035,52.67649,72.25038,71.26722,61.139473,53.077830000000006,68.72365,62.47793000000001,59.95299,53.45845799999999,47.684864000000005,48.3833,48.47752,51.76815,45.10227,46.232212,45.250526,44.879223,47.133926,46.05525,49.104702,44.88487,44.20967,42.992996000000005,46.99903,46.261497,42.580994,44.408318,41.48745,45.3944,43.335396,47.09408,45.15056,45.630104,50.736748,50.38042,47.486553,47.45032,44.784634,46.047325,50.424232,44.96569,42.761158,44.67895,47.460682,47.74972,48.26099,48.695152,46.458424,46.696670000000005,53.297665,50.695335,52.640152,48.144855,54.951077000000005,47.347492,48.254,54.994232,55.52287,50.7599,49.823715,50.05682,48.781612,56.113102000000005,51.29691,51.146004,51.49581,53.67112,49.341396,52.65899,52.136757,61.579422,77.930626,54.970737,67.85428,51.8384,51.431740000000005,59.701366,72.35658000000001
6,121032050000000098	,2,0.012300137356720198,127.69631,131.91002,141.49121,129.41338000000002,124.33938,118.31324,124.5878,136.75024,139.62277,108.275085,141.22638,157.58388,131.17084,120.58944,133.06435,152.65656,126.81015,142.69383,116.458176,130.9867,136.82846,135.34431,133.10846999999998,117.95271,131.27034,114.39788,112.157295,134.24636999999998,160.332,126.07565,112.09037,132.15521,111.969124,110.40343,114.7202,110.296425,112.335495,108.56065,107.660484,108.11946,104.25771,105.48733500000002,105.95773,100.37286,104.18874,95.179054,93.56059,104.39387,107.132256,98.76913,97.21816,102.7686,104.86122,102.84091,99.38896,105.437256,97.89574,100.929344,97.79429,99.44788,101.708824,108.20655,104.8995,100.85009,101.85309,104.69922,107.30932,105.85661,98.078575,104.5565,105.119576,99.63385,104.853745,101.73852,103.05633,103.10516,101.65233,117.45164,113.54154,137.59188999999998,119.678955,138.8673,115.56294,128.0868,146.83463999999998,151.16098,124.547195,143.52533,133.62796,127.644516,141.09013000000002,138.52477,142.3063,130.78725,123.04858,127.86099,143.83133,130.68832,143.16089,170.0628,150.8549,149.1185,128.17299,152.0298,130.92566000000002,136.59917,138.83191000000002,150.93782,154.00432,136.11038,131.551,128.61963,141.30053999999998,128.18878,151.18076000000002,134.20314,142.19939,124.8114,121.38967,120.47645,122.67159,120.6419,159.11655,130.93411,149.88387,126.97523,136.60578999999998,137.28358,118.429016,114.44454,116.52753,119.22298,112.79614,117.83894,100.51973,109.01307,102.70411,111.109955,109.256805,126.729,118.07005,115.32452,117.40386,106.4447,116.359215,118.09977,127.796,125.08839,114.37203,113.82281,116.84157,117.33197,104.98632,99.58357,105.68247,121.95174,107.771805,105.467834,108.81289,106.902374,114.36846,111.53611,120.34551,129.01418,142.20384,131.5876,132.68114,161.89368000000002,164.92009,126.45141,120.84108,130.30951000000002,141.95973,134.59642,112.94655,129.87791,131.79626000000002,135.8356,122.12407,135.20375,129.63727,132.7568,122.61971,137.70546000000002,109.190125,111.65368,124.11188500000002,154.99461000000002,140.15063,130.27425,115.657455,108.89468,143.23294,146.59895,121.69738,137.97128,125.94211,105.57793999999998,123.99617,121.48054
7,121032050000000099	,2,0.012179629152547666,129.1077,133.77342,143.21437,131.10818,124.90357,120.00365,125.817375,137.85942,141.1407,109.088165,142.00015,160.7352,127.64177,121.72075,134.41571000000002,149.4995,128.45511000000002,143.1757,118.40424,132.07324,138.89781000000002,136.98459,135.32574,119.304245,133.01466000000002,115.291145,113.544014,135.964,160.43515,127.55555,113.163345,125.651794,110.87827,111.1979,115.42506000000002,111.08532,113.86776,109.73918,108.77834,109.71105,105.46417,106.84296,107.31546000000002,101.22589,105.75972,96.60496,95.12674,105.813385,108.60893,99.93665,98.63239,104.1804,106.368225,104.370674,100.819115,106.73343,99.02617,102.097595,98.82159,100.43374,102.917694,109.762436,106.351006,102.214966,102.181694,105.835045,107.61387,106.31768999999998,99.12741,106.56994,106.05653,100.76783,104.97274,101.94643,109.16919,104.00745,102.36947,122.54049,108.74309,139.10188,119.895584,140.81233,118.36014,130.85893000000002,148.96036999999998,145.58751999999998,126.836464,148.03423999999998,136.13493,124.11934,143.56071,143.93855,142.98083,132.96388000000002,126.63543,128.6518,147.4125,133.098,145.95615,177.69867,152.5912,150.52274,130.18124,154.70258,132.9545,139.09967,150.60008,153.1366,155.13402,140.48758,133.5777,131.58897,143.46242,125.73873,151.17786,137.02757,147.98097,123.44888,123.12449,122.07822,124.13383,122.99814,162.17027,131.10667,151.21521,128.91185,141.43761999999998,138.44868,119.87906,113.78203,118.07883,120.98145,114.367256,119.32331,101.53173,110.292625,103.90563,117.973564,110.15415,112.41872,119.91812,115.73914,118.90686,108.454765,118.569305,118.89663,129.75159,130.30435,115.58283,115.5081,118.829834,118.09204,106.29744,100.906624,106.63131,107.07938,107.98643,106.98874,110.12954,99.02805,115.34568,112.63324,121.06481,128.68863000000002,144.19718999999998,141.7486,134.01334,165.84377,165.59743,127.80892,122.30468,131.30591,143.15465,136.03992,114.87526,131.26631,135.19965,137.62833999999998,124.10047,136.92816000000002,132.2253,135.42091000000002,122.718,139.29509,111.01429,113.79972,125.46,157.6743,141.47537,131.84878999999998,117.414536,110.85178,151.64883,149.76222,123.66725,139.96942,127.537964,107.09709,110.19291,122.7101
8,121032050000000159	,1,-0.062397504769339474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,121032050000000160	,1,-0.06557210593977458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
