date,ws30,wd30,ws50,wd50,ws70,wd70,t_50,p_50,load
2022-01-02 11:15:00,6.95,152.07,7.17,152.61,7.32,152.65,-0.64,1022.83,46.987
2022-01-02 11:30:00,6.88,164.49,7.1,165.7,7.24,166.18,-0.61,1022.73,51.229
2022-01-02 11:45:00,6.84,178.41,7.04,180.22,7.18,181.08,-0.58,1022.63,53.023
2022-01-02 12:00:00,6.84,193.93,7.03,196.2,7.16,197.37,-0.55,1022.51,51.528
2022-01-02 12:15:00,6.8,211.2,6.98,213.78,7.1,215.14,-0.53,1022.39,47.49
2022-01-02 12:30:00,6.79,230.32,6.96,233.01,7.08,234.45,-0.51,1022.25,45.354
2022-01-02 12:45:00,6.78,249.22,6.95,251.84,7.06,253.24,-0.49,1022.13,45.403
2022-01-02 13:00:00,6.67,265.96,6.83,268.52,6.94,269.91,-0.49,1022.01,24.31
2022-01-02 13:15:00,6.62,280.54,6.78,283.08,6.89,284.49,-0.49,1021.91,41.842
2022-01-02 13:30:00,6.56,292.97,6.72,295.51,6.82,296.95,-0.5,1021.83,40.735
2022-01-02 13:45:00,6.54,303.34,6.7,305.94,6.8,307.47,-0.52,1021.75,39.564
2022-01-02 14:00:00,6.47,311.7,6.62,314.4,6.72,316.02,-0.55,1021.68,38.053
2022-01-02 14:15:00,6.37,318.05,6.52,320.85,6.63,322.57,-0.6,1021.63,33.134
2022-01-02 14:30:00,6.21,322.39,6.37,325.28,6.47,327.08,-0.66,1021.58,37.561
2022-01-02 14:45:00,6.08,324.82,6.25,327.8,6.36,329.67,-0.73,1021.54,32.451
2022-01-02 15:00:00,5.92,325.37,6.1,328.42,6.22,330.33,-0.81,1021.5,32.919
2022-01-02 15:15:00,5.63,324.02,5.82,327.12,5.95,329.05,-0.9,1021.48,31.759
2022-01-02 15:30:00,5.52,320.8,5.72,323.93,5.85,325.85,-1.0,1021.47,23.511
2022-01-02 15:45:00,5.37,317.68,5.57,320.59,5.71,322.34,-1.1,1021.45,20.98
2022-01-02 16:00:00,5.08,314.94,5.29,317.47,5.44,318.97,-1.19,1021.44,19.878
2022-01-02 16:15:00,4.9,312.38,5.12,314.44,5.26,315.64,-1.28,1021.43,18.535
2022-01-02 16:30:00,4.54,309.85,4.76,311.39,4.91,312.28,-1.37,1021.42,13.602
2022-01-02 16:45:00,4.44,307.17,4.66,308.21,4.81,308.83,-1.44,1021.42,12.145
2022-01-02 17:00:00,4.21,303.82,4.43,304.25,4.58,304.53,-1.51,1021.41,12.333
2022-01-02 17:15:00,4.01,299.45,4.21,299.19,4.35,299.1,-1.56,1021.4,8.584
2022-01-02 17:30:00,3.87,293.82,4.06,292.83,4.18,292.37,-1.61,1021.4,4.268
2022-01-02 17:45:00,3.74,287.03,3.91,285.33,4.03,284.51,-1.66,1021.4,1.277
2022-01-02 18:00:00,3.54,281.48,3.7,279.27,3.8,278.23,-1.7,1021.39,-0.613
2022-01-02 18:15:00,3.39,277.34,3.53,274.98,3.63,273.94,-1.73,1021.38,-1.303
2022-01-02 18:30:00,3.28,274.49,3.4,272.42,3.48,271.69,-1.77,1021.38,-0.376
2022-01-02 18:45:00,3.19,272.39,3.29,270.93,3.36,270.69,-1.81,1021.37,-1.043
2022-01-02 19:00:00,3.04,271.23,3.13,270.37,3.19,270.58,-1.85,1021.35,-1.335
2022-01-02 19:15:00,3.01,270.74,3.08,270.4,3.12,270.94,-1.9,1021.34,-1.208
2022-01-02 19:30:00,3.06,270.63,3.1,270.69,3.13,271.44,-1.95,1021.32,-1.217
2022-01-02 19:45:00,3.14,271.21,3.17,271.7,3.18,272.62,-2.01,1021.29,0.102
2022-01-02 20:00:00,3.13,272.51,3.14,273.4,3.13,274.44,-2.07,1021.26,4.138
2022-01-02 20:15:00,3.18,274.61,3.18,275.87,3.17,276.97,-2.13,1021.23,4.048
2022-01-02 20:30:00,3.2,277.35,3.18,278.94,3.17,280.07,-2.19,1021.19,3.394
2022-01-02 20:45:00,3.23,278.38,3.22,280.15,3.2,281.17,-2.25,1021.14,7.269
2022-01-02 21:00:00,3.27,277.38,3.25,279.07,3.23,279.86,-2.31,1021.09,10.593
2022-01-02 21:15:00,3.26,274.5,3.24,275.83,3.22,276.21,-2.37,1021.03,12.69
2022-01-02 21:30:00,3.2,270.08,3.19,270.8,3.17,270.66,-2.42,1020.97,14.495
2022-01-02 21:45:00,3.11,264.16,3.1,264.32,3.08,263.76,-2.47,1020.91,12.368
2022-01-02 22:00:00,3.05,257.87,3.04,257.56,3.03,256.66,-2.52,1020.83,11.792
2022-01-02 22:15:00,3.07,251.6,3.08,250.94,3.07,249.8,-2.56,1020.75,4.947
2022-01-02 22:30:00,3.06,245.59,3.08,244.66,3.09,243.36,-2.61,1020.66,0.01
2022-01-02 22:45:00,3.06,240.14,3.1,239.05,3.11,237.7,-2.64,1020.56,-1.287
2022-01-02 23:00:00,3.02,235.43,3.08,234.29,3.11,232.99,-2.68,1020.46,-1.161
2022-01-02 23:15:00,3.05,231.42,3.1,230.33,3.13,229.13,-2.72,1020.36,-1.343
2022-01-02 23:30:00,3.05,228.01,3.1,227.02,3.12,225.98,-2.75,1020.25,-1.183
2022-01-02 23:45:00,3.1,225.39,3.15,224.5,3.17,223.6,-2.79,1020.13,-1.197
2022-01-03 00:00:00,3.12,245.81,3.13,243.36,3.13,241.66,-3.6,1020.03,-1.201
2022-01-03 00:15:00,3.09,242.02,3.09,239.09,3.1,237.07,-3.53,1019.91,-1.213
2022-01-03 00:30:00,3.07,237.88,3.07,234.59,3.08,232.34,-3.45,1019.79,-1.001
2022-01-03 00:45:00,3.12,233.57,3.12,230.09,3.13,227.72,-3.37,1019.67,-0.238
2022-01-03 01:00:00,3.12,229.73,3.13,226.28,3.14,223.94,-3.3,1019.55,0.946
2022-01-03 01:15:00,3.12,226.5,3.14,223.26,3.15,221.07,-3.24,1019.43,1.836
2022-01-03 01:30:00,3.11,223.93,3.13,221.04,3.15,219.09,-3.2,1019.31,2.361
2022-01-03 01:45:00,3.09,221.5,3.11,219.07,3.14,217.42,-3.17,1019.19,3.321
2022-01-03 02:00:00,3.08,219.4,3.1,217.49,3.13,216.19,-3.16,1019.08,0.204
2022-01-03 02:15:00,3.15,217.7,3.18,216.33,3.21,215.39,-3.17,1018.96,-0.202
2022-01-03 02:30:00,3.25,216.42,3.3,215.57,3.33,214.98,-3.19,1018.86,-1.068
2022-01-03 02:45:00,3.34,215.44,3.39,215.07,3.43,214.81,-3.23,1018.75,-1.255
2022-01-03 03:00:00,3.39,214.67,3.45,214.72,3.5,214.74,-3.29,1018.64,-1.044
2022-01-03 03:15:00,3.48,214.14,3.55,214.55,3.61,214.81,-3.37,1018.54,-0.917
2022-01-03 03:30:00,3.52,213.9,3.6,214.61,3.66,215.06,-3.45,1018.43,0.51
2022-01-03 03:45:00,3.67,213.55,3.76,214.43,3.83,214.99,-3.54,1018.34,1.423
2022-01-03 04:00:00,3.72,213.07,3.82,214.02,3.9,214.63,-3.6,1018.25,3.258
2022-01-03 04:15:00,3.78,212.49,3.9,213.45,3.99,214.05,-3.63,1018.18,3.58
2022-01-03 04:30:00,3.86,211.86,4.0,212.77,4.1,213.33,-3.64,1018.12,2.323
2022-01-03 04:45:00,3.9,211.16,4.05,211.99,4.17,212.48,-3.62,1018.07,3.354
2022-01-03 05:00:00,3.95,210.41,4.13,211.16,4.26,211.57,-3.57,1018.02,3.474
2022-01-03 05:15:00,4.11,209.64,4.3,210.3,4.44,210.64,-3.5,1017.98,3.425
2022-01-03 05:30:00,4.13,208.84,4.33,209.44,4.48,209.72,-3.4,1017.95,2.484
2022-01-03 05:45:00,4.1,208.12,4.33,208.67,4.49,208.91,-3.27,1017.93,4.735
2022-01-03 06:00:00,4.12,207.51,4.37,208.04,4.55,208.25,-3.12,1017.91,5.202
2022-01-03 06:15:00,4.11,207.03,4.39,207.54,4.59,207.74,-2.94,1017.9,7.184
2022-01-03 06:30:00,4.23,206.66,4.55,207.17,4.76,207.37,-2.73,1017.9,6.589
2022-01-03 06:45:00,4.23,206.48,4.57,206.98,4.81,207.17,-2.52,1017.9,7.721
2022-01-03 07:00:00,4.23,206.47,4.61,206.95,4.87,207.15,-2.31,1017.9,9.097
2022-01-03 07:15:00,4.26,206.65,4.68,207.11,4.96,207.31,-2.08,1017.89,9.762
2022-01-03 07:30:00,4.29,207.02,4.74,207.45,5.05,207.66,-1.84,1017.89,8.213
2022-01-03 07:45:00,4.31,207.58,4.79,207.98,5.12,208.19,-1.59,1017.88,6.574
2022-01-03 08:00:00,4.33,208.33,4.84,208.7,5.19,208.91,-1.32,1017.87,7.527
2022-01-03 08:15:00,4.39,209.29,4.87,209.63,5.2,209.84,-1.04,1017.86,11.414
2022-01-03 08:30:00,4.4,210.45,4.86,210.76,5.17,210.97,-0.73,1017.85,15.734
2022-01-03 08:45:00,4.46,211.78,4.88,212.06,5.18,212.26,-0.41,1017.83,12.701
2022-01-03 09:00:00,4.52,213.28,4.92,213.53,5.19,213.73,-0.07,1017.8,13.892
2022-01-03 09:15:00,4.51,214.94,4.88,215.18,5.14,215.37,0.28,1017.76,13.899
2022-01-03 09:30:00,4.68,216.77,5.03,217.0,5.27,217.18,0.65,1017.72,17.879
2022-01-03 09:45:00,4.78,218.77,5.11,218.99,5.33,219.16,1.02,1017.66,22.767
2022-01-03 10:00:00,4.97,220.86,5.29,221.08,5.5,221.25,1.38,1017.59,27.067
2022-01-03 10:15:00,4.98,223.06,5.28,223.3,5.49,223.46,1.73,1017.5,44.265
2022-01-03 10:30:00,4.97,225.43,5.26,225.66,5.47,225.82,2.06,1017.39,51.515
2022-01-03 10:45:00,4.95,227.97,5.24,228.21,5.44,228.35,2.38,1017.27,58.373
2022-01-03 11:00:00,5.02,230.72,5.31,230.94,5.51,231.08,2.67,1017.13,64.704
2022-01-03 11:15:00,4.9,233.7,5.19,233.9,5.38,234.02,2.94,1016.97,63.765
2022-01-03 11:30:00,4.9,236.94,5.18,237.12,5.36,237.22,3.19,1016.81,59.961
2022-01-03 11:45:00,4.84,240.49,5.11,240.63,5.29,240.69,3.42,1016.63,50.199
2022-01-03 12:00:00,4.89,244.34,5.15,244.43,5.33,244.46,3.63,1016.45,44.766
2022-01-03 12:15:00,4.83,248.5,5.08,248.53,5.25,248.51,3.82,1016.26,40.446
2022-01-03 12:30:00,4.9,252.96,5.15,252.91,5.31,252.84,3.99,1016.07,31.755
2022-01-03 12:45:00,4.89,257.76,5.14,257.63,5.3,257.5,4.16,1015.89,28.161
2022-01-03 13:00:00,4.88,262.61,5.12,262.39,5.28,262.21,4.33,1015.73,22.452
2022-01-03 13:15:00,4.88,267.46,5.13,267.16,5.29,266.92,4.49,1015.6,21.001
2022-01-03 13:30:00,4.94,272.24,5.18,271.88,5.34,271.59,4.63,1015.5,19.569
2022-01-03 13:45:00,5.05,276.94,5.3,276.52,5.46,276.21,4.76,1015.42,24.1
2022-01-03 14:00:00,5.17,281.48,5.43,281.03,5.59,280.7,4.88,1015.37,31.75
2022-01-03 14:15:00,5.22,285.8,5.48,285.34,5.65,285.0,4.96,1015.34,37.295
2022-01-03 14:30:00,5.18,289.86,5.44,289.41,5.62,289.09,5.02,1015.33,38.132
2022-01-03 14:45:00,5.22,293.63,5.5,293.22,5.68,292.92,5.04,1015.34,27.161
2022-01-03 15:00:00,5.23,297.15,5.52,296.78,5.71,296.52,5.0,1015.37,30.514
2022-01-03 15:15:00,5.36,300.41,5.66,300.1,5.86,299.88,4.91,1015.43,37.453
2022-01-03 15:30:00,5.48,303.43,5.8,303.19,6.02,303.02,4.76,1015.5,39.192
2022-01-03 15:45:00,5.68,306.45,6.03,306.28,6.27,306.16,4.55,1015.57,43.835
2022-01-03 16:00:00,5.84,309.23,6.22,309.13,6.47,309.05,4.32,1015.65,49.092
2022-01-03 16:15:00,6.01,311.78,6.4,311.73,6.67,311.68,4.08,1015.74,59.252
2022-01-03 16:30:00,6.19,314.09,6.61,314.06,6.89,314.04,3.84,1015.83,60.047
2022-01-03 16:45:00,6.32,316.18,6.77,316.16,7.07,316.14,3.59,1015.93,63.102
2022-01-03 17:00:00,6.48,317.69,6.96,317.67,7.28,317.63,3.35,1016.04,62.186
2022-01-03 17:15:00,6.49,318.84,6.97,318.81,7.29,318.76,3.11,1016.15,57.589
2022-01-03 17:30:00,6.54,319.86,7.02,319.83,7.34,319.78,2.9,1016.27,58.572
2022-01-03 17:45:00,6.57,320.82,7.05,320.8,7.36,320.75,2.72,1016.39,54.09
2022-01-03 18:00:00,6.55,321.43,7.03,321.44,7.34,321.39,2.58,1016.52,43.976
2022-01-03 18:15:00,6.53,321.66,7.01,321.71,7.32,321.69,2.48,1016.65,34.768
2022-01-03 18:30:00,6.55,321.46,7.03,321.58,7.35,321.6,2.43,1016.79,37.564
2022-01-03 18:45:00,6.58,321.01,7.06,321.21,7.38,321.29,2.38,1016.93,38.7
2022-01-03 19:00:00,6.6,320.46,7.09,320.69,7.4,320.78,2.34,1017.06,42.831
2022-01-03 19:15:00,6.63,319.74,7.12,319.96,7.44,320.0,2.3,1017.18,39.817
2022-01-03 19:30:00,6.64,318.73,7.13,318.88,7.46,318.83,2.26,1017.3,28.553
2022-01-03 19:45:00,6.65,317.76,7.15,317.77,7.48,317.58,2.22,1017.41,26.695
2022-01-03 20:00:00,6.66,316.65,7.16,316.4,7.5,315.98,2.18,1017.52,25.831
2022-01-03 20:15:00,6.62,315.15,7.12,314.45,7.46,313.68,2.15,1017.62,19.852
2022-01-03 20:30:00,6.6,313.21,7.1,311.82,7.43,310.52,2.12,1017.71,23.162
2022-01-03 20:45:00,6.64,311.02,7.14,308.69,7.47,306.72,2.08,1017.8,37.412
2022-01-03 21:00:00,6.58,308.68,7.08,305.49,7.41,302.89,2.05,1017.89,30.572
2022-01-03 21:15:00,6.54,305.45,7.04,301.52,7.37,298.4,2.02,1017.97,33.882
2022-01-03 21:30:00,6.55,300.61,7.04,296.09,7.37,292.56,1.98,1018.05,36.238
2022-01-03 21:45:00,6.5,293.61,6.99,288.75,7.32,285.03,1.95,1018.13,37.653
2022-01-03 22:00:00,6.47,285.05,6.95,279.97,7.28,276.15,1.91,1018.22,34.51
2022-01-03 22:15:00,6.52,274.85,7.0,269.62,7.33,265.76,1.87,1018.31,41.682
2022-01-03 22:30:00,6.59,262.51,7.07,257.22,7.39,253.38,1.83,1018.4,45.591
2022-01-03 22:45:00,6.71,247.93,7.19,242.68,7.51,238.93,1.78,1018.5,49.024
2022-01-03 23:00:00,6.73,232.11,7.21,226.94,7.53,223.27,1.73,1018.6,48.871
2022-01-03 23:15:00,6.6,214.9,7.08,210.0,7.4,206.56,1.67,1018.71,44.772
2022-01-03 23:30:00,6.46,196.19,6.95,191.87,7.27,188.84,1.61,1018.82,44.498
2022-01-03 23:45:00,6.38,176.03,6.87,172.33,7.19,169.7,1.55,1018.93,56.016
2022-01-04 00:00:00,7.08,161.17,7.56,153.72,7.88,148.62,1.3,1019.23,59.631
2022-01-04 00:15:00,7.07,138.42,7.56,130.39,7.88,124.89,1.22,1019.37,57.091
2022-01-04 00:30:00,7.15,116.5,7.64,108.09,7.97,102.34,1.14,1019.52,57.037
2022-01-04 00:45:00,7.21,96.41,7.7,88.13,8.03,82.49,1.06,1019.68,64.68
2022-01-04 01:00:00,7.23,78.81,7.72,70.9,8.05,65.52,0.97,1019.82,59.18
2022-01-04 01:15:00,7.15,64.48,7.64,57.39,7.97,52.56,0.89,1019.96,45.981
2022-01-04 01:30:00,7.24,53.15,7.73,47.24,8.05,43.17,0.81,1020.09,58.821
2022-01-04 01:45:00,7.25,44.02,7.73,39.24,8.05,35.91,0.73,1020.21,88.54
2022-01-04 02:00:00,7.26,37.33,7.74,33.57,8.06,30.89,0.65,1020.31,108.787
2022-01-04 02:15:00,7.26,32.96,7.73,30.11,8.04,27.99,0.57,1020.41,91.569
2022-01-04 02:30:00,7.24,30.35,7.7,28.28,8.01,26.66,0.49,1020.49,79.854
2022-01-04 02:45:00,7.23,28.4,7.68,26.9,7.98,25.63,0.41,1020.56,69.445
2022-01-04 03:00:00,7.14,27.03,7.59,25.85,7.88,24.76,0.34,1020.62,60.164
2022-01-04 03:15:00,7.05,26.63,7.5,25.6,7.78,24.56,0.27,1020.67,45.708
2022-01-04 03:30:00,6.95,26.91,7.39,25.93,7.68,24.87,0.2,1020.7,47.477
2022-01-04 03:45:00,6.9,27.36,7.33,26.59,7.62,25.67,0.13,1020.74,56.816
2022-01-04 04:00:00,6.83,27.31,7.27,26.6,7.55,25.74,0.07,1020.78,65.937
2022-01-04 04:15:00,6.76,26.9,7.19,26.17,7.48,25.34,0.01,1020.83,65.974
2022-01-04 04:30:00,6.51,26.44,6.94,25.68,7.22,24.88,-0.04,1020.89,58.371
2022-01-04 04:45:00,6.32,25.78,6.75,25.04,7.03,24.3,-0.09,1020.96,57.78
2022-01-04 05:00:00,6.13,25.16,6.56,24.48,6.85,23.84,-0.13,1021.04,59.861
2022-01-04 05:15:00,6.07,24.8,6.5,24.21,6.78,23.69,-0.17,1021.13,62.338
2022-01-04 05:30:00,6.01,24.75,6.43,24.33,6.71,23.97,-0.21,1021.23,57.028
2022-01-04 05:45:00,5.95,24.99,6.37,24.81,6.65,24.65,-0.24,1021.33,55.354
2022-01-04 06:00:00,5.87,25.3,6.28,25.33,6.55,25.33,-0.27,1021.45,63.794
2022-01-04 06:15:00,5.83,25.57,6.23,25.72,6.5,25.81,-0.29,1021.56,53.219
2022-01-04 06:30:00,5.75,25.81,6.14,25.96,6.41,26.05,-0.31,1021.69,45.593
2022-01-04 06:45:00,5.65,26.06,6.04,26.22,6.31,26.31,-0.33,1021.81,45.228
2022-01-04 07:00:00,5.59,26.3,5.98,26.47,6.24,26.57,-0.35,1021.93,37.162
2022-01-04 07:15:00,5.48,26.55,5.86,26.72,6.11,26.83,-0.36,1022.05,33.132
2022-01-04 07:30:00,5.45,26.79,5.83,26.97,6.08,27.08,-0.38,1022.15,28.469
2022-01-04 07:45:00,5.31,27.02,5.68,27.2,5.93,27.32,-0.38,1022.26,28.61
2022-01-04 08:00:00,5.28,27.24,5.64,27.43,5.88,27.56,-0.38,1022.36,26.669
2022-01-04 08:15:00,5.34,27.47,5.69,27.67,5.92,27.8,-0.38,1022.45,28.53
2022-01-04 08:30:00,5.35,27.71,5.68,27.91,5.91,28.04,-0.36,1022.54,26.43
2022-01-04 08:45:00,5.39,27.95,5.71,28.15,5.92,28.29,-0.34,1022.63,25.544
2022-01-04 09:00:00,5.34,28.1,5.64,28.31,5.84,28.45,-0.3,1022.7,23.172
2022-01-04 09:15:00,5.35,28.17,5.64,28.4,5.83,28.55,-0.26,1022.76,18.484
2022-01-04 09:30:00,5.43,28.21,5.71,28.45,5.89,28.61,-0.2,1022.81,13.935
2022-01-04 09:45:00,5.42,28.33,5.68,28.55,5.86,28.7,-0.13,1022.85,13.201
2022-01-04 10:00:00,5.46,28.4,5.71,28.61,5.88,28.75,-0.06,1022.87,11.322
2022-01-04 10:15:00,5.48,28.43,5.72,28.62,5.87,28.75,0.01,1022.87,10.384
2022-01-04 10:30:00,5.53,28.42,5.75,28.59,5.9,28.71,0.08,1022.85,12.832
2022-01-04 10:45:00,5.56,28.37,5.77,28.52,5.91,28.62,0.15,1022.81,13.087
2022-01-04 11:00:00,5.6,28.28,5.8,28.41,5.94,28.5,0.21,1022.76,9.991
2022-01-04 11:15:00,5.54,28.15,5.74,28.26,5.87,28.34,0.27,1022.68,8.685
2022-01-04 11:30:00,5.52,27.98,5.72,28.07,5.85,28.14,0.31,1022.59,8.21
2022-01-04 11:45:00,5.5,27.88,5.7,27.95,5.83,28.0,0.35,1022.49,10.433
2022-01-04 12:00:00,5.5,27.86,5.7,27.92,5.83,27.97,0.38,1022.37,9.366
2022-01-04 12:15:00,5.5,27.85,5.7,27.91,5.83,27.96,0.41,1022.25,10.238
2022-01-04 12:30:00,5.53,27.72,5.72,27.79,5.85,27.83,0.41,1022.12,11.174
2022-01-04 12:45:00,5.56,27.67,5.75,27.74,5.88,27.78,0.42,1022.0,14.53
2022-01-04 13:00:00,5.49,27.72,5.68,27.79,5.81,27.84,0.42,1021.89,13.305
2022-01-04 13:15:00,5.44,27.85,5.63,27.93,5.76,27.99,0.41,1021.79,17.747
2022-01-04 13:30:00,5.36,28.07,5.55,28.16,5.68,28.22,0.38,1021.71,14.222
2022-01-04 13:45:00,5.33,28.36,5.52,28.46,5.64,28.54,0.35,1021.64,14.049
2022-01-04 14:00:00,5.28,28.7,5.46,28.83,5.59,28.92,0.3,1021.58,12.513
2022-01-04 14:15:00,5.21,29.11,5.41,29.26,5.54,29.36,0.25,1021.54,13.724
2022-01-04 14:30:00,5.06,29.57,5.26,29.75,5.4,29.86,0.2,1021.51,14.83
2022-01-04 14:45:00,4.95,30.05,5.16,30.23,5.3,30.34,0.14,1021.5,12.79
2022-01-04 15:00:00,4.84,30.57,5.06,30.75,5.21,30.86,0.08,1021.49,12.505
2022-01-04 15:15:00,4.75,31.16,4.98,31.36,5.14,31.49,0.01,1021.5,11.8
2022-01-04 15:30:00,4.66,31.76,4.9,31.98,5.06,32.12,-0.05,1021.52,11.14
2022-01-04 15:45:00,4.55,32.34,4.81,32.58,4.98,32.74,-0.1,1021.55,11.539
2022-01-04 16:00:00,4.26,32.94,4.52,33.2,4.7,33.35,-0.14,1021.58,10.847
2022-01-04 16:15:00,4.12,33.56,4.4,33.82,4.57,33.98,-0.17,1021.62,11.946
2022-01-04 16:30:00,4.05,34.2,4.33,34.45,4.51,34.61,-0.2,1021.66,8.845
2022-01-04 16:45:00,3.9,34.87,4.18,35.11,4.37,35.26,-0.22,1021.71,6.868
2022-01-04 17:00:00,3.79,35.54,4.07,35.77,4.26,35.92,-0.23,1021.75,7.313
2022-01-04 17:15:00,3.71,36.21,3.99,36.44,4.18,36.57,-0.24,1021.8,5.088
2022-01-04 17:30:00,3.64,36.88,3.92,37.09,4.1,37.23,-0.25,1021.86,3.19
2022-01-04 17:45:00,3.56,37.55,3.84,37.76,4.02,37.89,-0.25,1021.91,1.04
2022-01-04 18:00:00,3.44,38.21,3.71,38.42,3.89,38.55,-0.26,1021.96,1.03
2022-01-04 18:15:00,3.35,38.86,3.62,39.08,3.79,39.21,-0.27,1022.02,2.521
2022-01-04 18:30:00,3.32,39.49,3.58,39.72,3.75,39.86,-0.29,1022.07,1.947
2022-01-04 18:45:00,3.29,40.06,3.55,40.32,3.73,40.48,-0.3,1022.12,3.338
2022-01-04 19:00:00,3.23,40.56,3.49,40.87,3.66,41.06,-0.32,1022.16,2.083
2022-01-04 19:15:00,3.04,41.02,3.3,41.38,3.47,41.6,-0.33,1022.18,1.795
2022-01-04 19:30:00,2.99,41.41,3.24,41.83,3.4,42.1,-0.33,1022.2,1.241
2022-01-04 19:45:00,2.92,41.77,3.17,42.25,3.33,42.57,-0.33,1022.2,0.231
2022-01-04 20:00:00,2.79,42.16,3.03,42.7,3.19,43.06,-0.33,1022.2,-0.728
2022-01-04 20:15:00,2.76,42.56,3.0,43.16,3.16,43.56,-0.33,1022.18,-1.404
