date,rad,load
2022/6/2 7:15,23.57,0
2022/6/2 7:30,38.23,0.355
2022/6/2 7:45,54.6,0.582
2022/6/2 8:00,75.78,0.803
2022/6/2 8:15,98.54,0.668
2022/6/2 8:30,123.33,0.831
2022/6/2 8:45,151.14,0.938
2022/6/2 9:00,183.22,1.172
2022/6/2 9:15,214.36,1.229
2022/6/2 9:30,247.04,1.414
2022/6/2 9:45,284.38,1.641
2022/6/2 10:00,329.05,3.09
2022/6/2 10:15,374.85,3.921
2022/6/2 10:30,420.69,5.868
2022/6/2 10:45,470.75,9.434
2022/6/2 11:00,519.28,10.862
2022/6/2 11:15,569.56,10.606
2022/6/2 11:30,623.62,12.255
2022/6/2 11:45,671.8,13.207
2022/6/2 12:00,718.8,8.767
2022/6/2 12:15,761.46,13.832
2022/6/2 12:30,805.17,13.42
2022/6/2 12:45,823.86,10.962
2022/6/2 13:00,838.39,8.681
2022/6/2 13:15,846.85,12.468
2022/6/2 13:30,852.13,13.874
2022/6/2 13:45,853.39,14.748
2022/6/2 14:00,853.37,14.727
2022/6/2 14:15,846.18,11.906
2022/6/2 14:30,834.72,9.029
2022/6/2 14:45,816.49,11.217
2022/6/2 15:00,802.14,10.166
2022/6/2 15:15,778.54,12.049
2022/6/2 15:30,755.31,12.603
2022/6/2 15:45,715.28,12.517
2022/6/2 16:00,677,12.51
2022/6/2 16:15,632.31,11.8
2022/6/2 16:30,579.62,10.855
2022/6/2 16:45,535.32,9.619
2022/6/2 17:00,493.18,8.561
2022/6/2 17:15,447.83,4.021
2022/6/2 17:30,404.2,3.73
2022/6/2 17:45,361.63,3.552
2022/6/2 18:00,322.63,3.566
2022/6/2 18:15,283.05,3.865
2022/6/2 18:30,244.43,3.836
2022/6/2 18:45,214.06,3.488
2022/6/2 19:00,186.72,2.145
2022/6/2 19:15,156.36,1.819
2022/6/2 19:30,128.92,1.542
2022/6/2 19:45,99.66,1.343
2022/6/2 20:00,74.02,1.009
2022/6/2 20:15,50.87,0.469
2022/6/2 20:30,30.45,0.135
2022/6/2 20:45,15.62,0
2022/6/2 21:00,11.96,0
2022/6/2 21:15,0,0
2022/6/2 21:30,0,0
2022/6/2 21:45,0,0
2022/6/2 22:00,0,0
2022/6/2 22:15,0,0
2022/6/2 22:30,0,0
2022/6/2 22:45,0,0
2022/6/2 23:00,0,0
2022/6/2 23:15,0,0
2022/6/2 23:30,0,0
2022/6/2 23:45,0,0
2022/6/3 0:00,0,0
2022/6/3 0:15,0,0
2022/6/3 0:30,0,0
2022/6/3 0:45,0,0
2022/6/3 1:00,0,0
2022/6/3 1:15,0,0
2022/6/3 1:30,0,0
2022/6/3 1:45,0,0
2022/6/3 2:00,0,0
2022/6/3 2:15,0,0
2022/6/3 2:30,0,0
2022/6/3 2:45,0,0
2022/6/3 3:00,0,0
2022/6/3 3:15,0,0
2022/6/3 3:30,0,0
2022/6/3 3:45,0,0
2022/6/3 4:00,0,0
2022/6/3 4:15,0,0
2022/6/3 4:30,0,0
2022/6/3 4:45,0,0
2022/6/3 5:00,0,0
2022/6/3 5:15,0,0
2022/6/3 5:30,0,0
2022/6/3 5:45,0,0
2022/6/3 6:00,0,0
2022/6/3 6:15,0,0
2022/6/3 6:30,6.12,0.142
2022/6/3 6:45,22.6,0.391
2022/6/3 7:00,41.94,0.732
2022/6/3 7:15,64.6,0.732
2022/6/3 7:30,94.63,0.817
2022/6/3 7:45,128.98,1.243
2022/6/3 8:00,169.66,1.854
2022/6/3 8:15,224.48,2.636
2022/6/3 8:30,264.29,3.453
2022/6/3 8:45,311.26,4.412
2022/6/3 9:00,356.45,5.435
2022/6/3 9:15,403.72,6.486
2022/6/3 9:30,456.67,7.424
2022/6/3 9:45,495.48,8.34
2022/6/3 10:00,530.6,9.278
2022/6/3 10:15,584.71,10.116
2022/6/3 10:30,637.31,10.855
2022/6/3 10:45,688.36,11.502
2022/6/3 11:00,732.51,12.276
2022/6/3 11:15,759.56,12.816
2022/6/3 11:30,786.49,13.455
2022/6/3 11:45,813.94,13.789
2022/6/3 12:00,840.72,14.237
2022/6/3 12:15,878.71,14.705
2022/6/3 12:30,901.39,14.94
2022/6/3 12:45,923.5,15.146
2022/6/3 13:00,931.91,15.295
2022/6/3 13:15,938.65,15.345
2022/6/3 13:30,941.3,15.352
2022/6/3 13:45,942.13,15.409
2022/6/3 14:00,941.09,15.274
2022/6/3 14:15,936.23,14.997
2022/6/3 14:30,929.52,15.018
2022/6/3 14:45,907.2,14.99
2022/6/3 15:00,886.36,14.684
2022/6/3 15:15,866.37,14.258
2022/6/3 15:30,836.6,14.095
2022/6/3 15:45,805.56,13.441
2022/6/3 16:00,784.26,13.469
2022/6/3 16:15,750.59,3.254
2022/6/3 16:30,714.75,12.219
2022/6/3 16:45,671.5,10.976
2022/6/3 17:00,628,10.344
2022/6/3 17:15,576.14,9.974
2022/6/3 17:30,525.81,9.022
2022/6/3 17:45,495.56,6.749
2022/6/3 18:00,447.23,1.563
2022/6/3 18:15,398.71,6.522
2022/6/3 18:30,358.62,5.136
2022/6/3 18:45,316.21,4.27
2022/6/3 19:00,276.92,2.28
2022/6/3 19:15,236.7,1.819
2022/6/3 19:30,197.68,1.485
2022/6/3 19:45,158.79,0.973
2022/6/3 20:00,114.75,0.732
2022/6/3 20:15,81.8,0.639
2022/6/3 20:30,49.4,0.44
2022/6/3 20:45,25.99,0.227
2022/6/3 21:00,12.92,0
2022/6/3 21:15,0,0
2022/6/3 21:30,0,0
2022/6/3 21:45,0,0
2022/6/3 22:00,0,0
2022/6/3 22:15,0,0
2022/6/3 22:30,0,0
2022/6/3 22:45,0,0
2022/6/3 23:00,0,0
2022/6/3 23:15,0,0
2022/6/3 23:30,0,0
2022/6/3 23:45,0,0
2022/6/4 0:00,0,0
2022/6/4 0:15,0,0
2022/6/4 0:30,0,0
2022/6/4 0:45,0,0
2022/6/4 1:00,0,0
2022/6/4 1:15,0,0
2022/6/4 1:30,0,0
2022/6/4 1:45,0,0
2022/6/4 2:00,0,0
2022/6/4 2:15,0,0
2022/6/4 2:30,0,0
2022/6/4 2:45,0,0
2022/6/4 3:00,0,0
2022/6/4 3:15,0,0
2022/6/4 3:30,0,0
2022/6/4 3:45,0,0
2022/6/4 4:00,0,0
2022/6/4 4:15,0,0
2022/6/4 4:30,0,0
2022/6/4 4:45,0,0
2022/6/4 5:00,0,0
2022/6/4 5:15,0,0
2022/6/4 5:30,0,0
2022/6/4 5:45,0,0
2022/6/4 6:00,0,0
2022/6/4 6:15,0,0
2022/6/4 6:30,5.76,0.135
2022/6/4 6:45,24.41,0.313
2022/6/4 7:00,51.56,0.476
2022/6/4 7:15,77.94,0.604
2022/6/4 7:30,111.98,0.732
2022/6/4 7:45,149.18,1.009
2022/6/4 8:00,198.82,1.655
2022/6/4 8:15,249.82,2.486
2022/6/4 8:30,292.65,3.481
2022/6/4 8:45,334.45,4.532
2022/6/4 9:00,384.85,5.648
2022/6/4 9:15,435.98,6.72
2022/6/4 9:30,488.64,7.715
2022/6/4 9:45,519.34,8.703
2022/6/4 10:00,563.04,9.598
2022/6/4 10:15,626.49,10.464
2022/6/4 10:30,667.92,11.21
2022/6/4 10:45,718.08,11.935
2022/6/4 11:00,758.85,12.596
2022/6/4 11:15,784.05,13.2
2022/6/4 11:30,812.42,13.69
2022/6/4 11:45,850.57,14.123
2022/6/4 12:00,865.09,14.528
2022/6/4 12:15,893.9,14.819
2022/6/4 12:30,930.29,15.118
2022/6/4 12:45,938.3,15.345
2022/6/4 13:00,946.9,15.416
2022/6/4 13:15,954.61,15.551
2022/6/4 13:30,962.07,15.65
2022/6/4 13:45,963.38,15.693
2022/6/4 14:00,961.96,15.338
2022/6/4 14:15,948.02,15.224
2022/6/4 14:30,941.21,15.21
2022/6/4 14:45,931.63,14.912
2022/6/4 15:00,906.95,14.606
2022/6/4 15:15,884.99,14.158
2022/6/4 15:30,861.2,13.775
2022/6/4 15:45,832.86,13.406
2022/6/4 16:00,793.23,12.837
2022/6/4 16:15,772.18,12.354
2022/6/4 16:30,744.43,11.523
2022/6/4 16:45,701.15,10.891
2022/6/4 17:00,644.6,10.059
2022/6/4 17:15,596.8,9.356
2022/6/4 17:30,545.43,8.383
2022/6/4 17:45,511.82,7.445
2022/6/4 18:00,470.34,6.472
2022/6/4 18:15,423.51,5.442
2022/6/4 18:30,378.77,4.447
2022/6/4 18:45,339.28,3.453
2022/6/4 19:00,293.3,2.501
2022/6/4 19:15,261.26,1.662
2022/6/4 19:30,214.39,1.066
2022/6/4 19:45,174.25,0.789
2022/6/4 20:00,131.75,0.661
2022/6/4 20:15,92.37,0.54
2022/6/4 20:30,62.33,0.398
2022/6/4 20:45,39.09,0.227
2022/6/4 21:00,25.19,0
2022/6/4 21:15,0,0
2022/6/4 21:30,0,0
2022/6/4 21:45,0,0
2022/6/4 22:00,0,0
2022/6/4 22:15,0,0
2022/6/4 22:30,0,0
2022/6/4 22:45,0,0
2022/6/4 23:00,0,0
2022/6/4 23:15,0,0
2022/6/4 23:30,0,0
2022/6/4 23:45,0,0
2022/6/5 0:00,0,0
2022/6/5 0:15,0,0
2022/6/5 0:30,0,0
2022/6/5 0:45,0,0
2022/6/5 1:00,0,0
2022/6/5 1:15,0,0
2022/6/5 1:30,0,0
2022/6/5 1:45,0,0
2022/6/5 2:00,0,0
2022/6/5 2:15,0,0
2022/6/5 2:30,0,0
2022/6/5 2:45,0,0
2022/6/5 3:00,0,0
2022/6/5 3:15,0,0
2022/6/5 3:30,0,0
2022/6/5 3:45,0,0
2022/6/5 4:00,0,0
2022/6/5 4:15,0,0
2022/6/5 4:30,0,0
2022/6/5 4:45,0,0
2022/6/5 5:00,0,0
2022/6/5 5:15,0,0
2022/6/5 5:30,0,0
2022/6/5 5:45,0,0
2022/6/5 6:00,0,0
2022/6/5 6:15,0,0
2022/6/5 6:30,20.68,0.156
2022/6/5 6:45,39.28,0.384
2022/6/5 7:00,65.99,0.654
2022/6/5 7:15,92.75,0.973
2022/6/5 7:30,127,1.073
2022/6/5 7:45,163.8,2.103
2022/6/5 8:00,213.83,2.202
2022/6/5 8:15,259.04,2.607
2022/6/5 8:30,301.64,2.87
2022/6/5 8:45,340.82,3.289
2022/6/5 9:00,387.82,3.375
2022/6/5 9:15,436.06,4.746
2022/6/5 9:30,472.81,8.319
2022/6/5 9:45,506.12,8.93
2022/6/5 10:00,538.13,6.969
2022/6/5 10:15,587.41,10.408
2022/6/5 10:30,638.49,7.928
2022/6/5 10:45,690.38,11.921
2022/6/5 11:00,729.06,9.967
2022/6/5 11:15,761.44,10.18
2022/6/5 11:30,792.17,9.925
2022/6/5 11:45,808.91,10.521
2022/6/5 12:00,842.7,14.187
2022/6/5 12:15,872.79,13.604
2022/6/5 12:30,895.24,12.318
2022/6/5 12:45,917.31,14.812
2022/6/5 13:00,924.18,12.581
2022/6/5 13:15,930.56,14.705
2022/6/5 13:30,932.09,12.432
2022/6/5 13:45,932.86,13.398
2022/6/5 14:00,931.1,14.4
2022/6/5 14:15,924.23,16.19
2022/6/5 14:30,902.45,13.413
2022/6/5 14:45,890.38,13.803
2022/6/5 15:00,863.41,13.611
2022/6/5 15:15,841.74,14.109
2022/6/5 15:30,823.98,14.848
2022/6/5 15:45,803.09,13.249
2022/6/5 16:00,771.29,12.198
2022/6/5 16:15,739.99,11.431
2022/6/5 16:30,702.48,10.28
2022/6/5 16:45,650.97,11.019
2022/6/5 17:00,594.25,8.539
2022/6/5 17:15,541.81,6.074
2022/6/5 17:30,508.37,5.57
2022/6/5 17:45,470.1,3.46
2022/6/5 18:00,421.46,3.161
2022/6/5 18:15,385.04,3.041
2022/6/5 18:30,339.34,3.048
2022/6/5 18:45,302.73,2.408
2022/6/5 19:00,262.49,2.742
2022/6/5 19:15,221.24,2.082
2022/6/5 19:30,190.32,1.812
2022/6/5 19:45,138.18,1.051
2022/6/5 20:00,104.37,0.966
2022/6/5 20:15,71.92,0.831
2022/6/5 20:30,43.75,0.391
2022/6/5 20:45,21.51,0.263
2022/6/5 21:00,9.99,0
2022/6/5 21:15,0,0
2022/6/5 21:30,0,0
2022/6/5 21:45,0,0
2022/6/5 22:00,0,0
2022/6/5 22:15,0,0
2022/6/5 22:30,0,0
2022/6/5 22:45,0,0
2022/6/5 23:00,0,0
2022/6/5 23:15,0,0
2022/6/5 23:30,0,0
2022/6/5 23:45,0,0
2022/6/6 0:00,0,0
2022/6/6 0:15,0,0
2022/6/6 0:30,0,0
2022/6/6 0:45,0,0
2022/6/6 1:00,0,0
2022/6/6 1:15,0,0
2022/6/6 1:30,0,0
2022/6/6 1:45,0,0
2022/6/6 2:00,0,0
2022/6/6 2:15,0,0
2022/6/6 2:30,0,0
2022/6/6 2:45,0,0
2022/6/6 3:00,0,0
2022/6/6 3:15,0,0
2022/6/6 3:30,0,0
2022/6/6 3:45,0,0
2022/6/6 4:00,0,0
2022/6/6 4:15,0,0
2022/6/6 4:30,0,0
2022/6/6 4:45,0,0
2022/6/6 5:00,0,0
2022/6/6 5:15,0,0
2022/6/6 5:30,0,0
2022/6/6 5:45,0,0
2022/6/6 6:00,0,0
2022/6/6 6:15,0,0
2022/6/6 6:30,11.17,0.128
2022/6/6 6:45,29.78,0.334
2022/6/6 7:00,56.62,0.582
2022/6/6 7:15,82,0.845
2022/6/6 7:30,111.88,1.101
2022/6/6 7:45,151.67,1.414
2022/6/6 8:00,198.53,1.925
2022/6/6 8:15,247.39,2.614
2022/6/6 8:30,290.86,3.481
2022/6/6 8:45,330.13,4.284
2022/6/6 9:00,378.38,5.065
2022/6/6 9:15,428.37,6.287
2022/6/6 9:30,467.2,7.14
2022/6/6 9:45,505.52,8.085
2022/6/6 10:00,540.32,0
2022/6/6 10:15,592.96,0
2022/6/6 10:30,647.75,0
2022/6/6 10:45,703.09,0
2022/6/6 11:00,748.1,0
2022/6/6 11:15,775.83,0
2022/6/6 11:30,804.77,0
2022/6/6 11:45,821.06,0
2022/6/6 12:00,851.13,0
2022/6/6 12:15,884.45,0
2022/6/6 12:30,907.69,0
2022/6/6 12:45,929.24,0
2022/6/6 13:00,936.83,0
2022/6/6 13:15,942.96,0
2022/6/6 13:30,944.81,0
2022/6/6 13:45,943.99,0
2022/6/6 14:00,942.37,0
2022/6/6 14:15,936.04,0
2022/6/6 14:30,928.87,0
2022/6/6 14:45,906.42,0
2022/6/6 15:00,892.5,0
2022/6/6 15:15,864.68,0
2022/6/6 15:30,837.35,0
2022/6/6 15:45,808.81,0
2022/6/6 16:00,789.06,0
2022/6/6 16:15,757.66,0
2022/6/6 16:30,717.54,0
2022/6/6 16:45,684.09,0
2022/6/6 17:00,634.9,0
2022/6/6 17:15,582.64,0
2022/6/6 17:30,533.53,0
2022/6/6 17:45,502.64,0
2022/6/6 18:00,457.6,0
2022/6/6 18:15,417.44,0
2022/6/6 18:30,373.66,0
2022/6/6 18:45,333.14,0
2022/6/6 19:00,290.72,0
2022/6/6 19:15,259.17,0
2022/6/6 19:30,212.33,0
2022/6/6 19:45,175.35,0
2022/6/6 20:00,134.38,0
2022/6/6 20:15,93.51,0
2022/6/6 20:30,61.99,0
2022/6/6 20:45,37.46,0
2022/6/6 21:00,25.62,0
2022/6/6 21:15,0,0
2022/6/6 21:30,0,0
2022/6/6 21:45,0,0
2022/6/6 22:00,0,0
2022/6/6 22:15,0,0
2022/6/6 22:30,0,0
2022/6/6 22:45,0,0
2022/6/6 23:00,0,0
2022/6/6 23:15,0,0
2022/6/6 23:30,0,0
2022/6/6 23:45,0,0
2022/6/7 0:00,0,0
2022/6/7 0:15,0,-99
2022/6/7 0:30,0,-99
2022/6/7 0:45,0,-99
2022/6/7 1:00,0,-99
2022/6/7 1:15,0,-99
2022/6/7 1:30,0,-99
2022/6/7 1:45,0,-99
2022/6/7 2:00,0,-99
2022/6/7 2:15,0,-99
2022/6/7 2:30,0,-99
2022/6/7 2:45,0,-99
2022/6/7 3:00,0,-99
2022/6/7 3:15,0,-99
2022/6/7 3:30,0,-99
2022/6/7 3:45,0,-99
2022/6/7 4:00,0,-99
2022/6/7 4:15,0,-99
2022/6/7 4:30,0,-99
2022/6/7 4:45,0,-99
2022/6/7 5:00,0,-99
2022/6/7 5:15,0,-99
2022/6/7 5:30,0,-99
2022/6/7 5:45,0,-99
2022/6/7 6:00,0,-99
2022/6/7 6:15,0,-99
2022/6/7 6:30,11.43,-99
2022/6/7 6:45,30,-99
2022/6/7 7:00,56.75,-99
2022/6/7 7:15,83.81,-99
2022/6/7 7:30,118.66,-99
2022/6/7 7:45,156,-99
2022/6/7 8:00,207.02,-99
2022/6/7 8:15,255.36,-99
2022/6/7 8:30,296.73,-99
2022/6/7 8:45,337.29,-99
2022/6/7 9:00,385.67,-99
2022/6/7 9:15,435.44,-99
2022/6/7 9:30,473.12,-99
2022/6/7 9:45,508.69,-99
2022/6/7 10:00,544.17,-99
2022/6/7 10:15,598.45,-99
2022/6/7 10:30,654.14,-99
2022/6/7 10:45,704.83,-99
2022/6/7 11:00,745.92,-99
2022/6/7 11:15,777.95,-99
2022/6/7 11:30,802.87,-99
2022/6/7 11:45,822,-99
2022/6/7 12:00,849.57,-99
2022/6/7 12:15,878.66,-99
2022/6/7 12:30,906.78,-99
2022/6/7 12:45,930.6,-99
2022/6/7 13:00,938.23,-99
2022/6/7 13:15,944.5,-99
2022/6/7 13:30,946.6,-99
2022/6/7 13:45,945.82,-99
2022/6/7 14:00,943.56,-99
2022/6/7 14:15,939.98,-99
2022/6/7 14:30,931.25,-99
2022/6/7 14:45,923.31,-99
2022/6/7 15:00,895.58,-99
2022/6/7 15:15,868.17,-99
2022/6/7 15:30,851.75,-99
2022/6/7 15:45,812.83,-99
2022/6/7 16:00,786.35,-99
2022/6/7 16:15,766.43,-99
2022/6/7 16:30,738.67,-99
2022/6/7 16:45,686.28,-99
2022/6/7 17:00,638.84,-99
2022/6/7 17:15,586.43,-99
2022/6/7 17:30,537.33,-99
2022/6/7 17:45,507.68,-99
2022/6/7 18:00,466.7,-99
2022/6/7 18:15,420.46,-99
2022/6/7 18:30,376.28,-99
2022/6/7 18:45,335.99,-99
2022/6/7 19:00,292.06,-99
2022/6/7 19:15,259.84,-99
2022/6/7 19:30,212.51,-99
2022/6/7 19:45,175.36,-99
2022/6/7 20:00,134.36,-99
2022/6/7 20:15,93.42,-99
2022/6/7 20:30,61.6,-99
2022/6/7 20:45,36.87,-99
2022/6/7 21:00,22.08,-99
2022/6/7 21:15,0,-99
2022/6/7 21:30,0,-99
2022/6/7 21:45,0,-99
2022/6/7 22:00,0,-99
2022/6/7 22:15,0,-99
2022/6/7 22:30,0,-99
2022/6/7 22:45,0,-99
2022/6/7 23:00,0,-99
2022/6/7 23:15,0,-99
2022/6/7 23:30,0,-99
2022/6/7 23:45,0,-99
2022/6/8 0:00,0,-99
2022/6/8 0:15,0,-99
2022/6/8 0:30,0,-99
2022/6/8 0:45,0,-99
2022/6/8 1:00,0,-99
2022/6/8 1:15,0,-99
2022/6/8 1:30,0,-99
2022/6/8 1:45,0,-99
2022/6/8 2:00,0,-99
2022/6/8 2:15,0,-99
2022/6/8 2:30,0,-99
2022/6/8 2:45,0,-99
2022/6/8 3:00,0,-99
2022/6/8 3:15,0,-99
2022/6/8 3:30,0,-99
2022/6/8 3:45,0,-99
2022/6/8 4:00,0,-99
2022/6/8 4:15,0,-99
2022/6/8 4:30,0,-99
2022/6/8 4:45,0,-99
2022/6/8 5:00,0,-99
2022/6/8 5:15,0,-99
2022/6/8 5:30,0,-99
2022/6/8 5:45,0,-99
2022/6/8 6:00,0,-99
2022/6/8 6:15,11.06,-99
2022/6/8 6:30,13.99,-99
2022/6/8 6:45,32.57,-99
2022/6/8 7:00,55.63,-99
2022/6/8 7:15,85.01,-99
2022/6/8 7:30,115.24,-99
2022/6/8 7:45,154.59,-99
2022/6/8 8:00,199.2,-99
2022/6/8 8:15,250.84,-99
2022/6/8 8:30,294.72,-99
2022/6/8 8:45,334.6,-99
2022/6/8 9:00,382.87,-99
2022/6/8 9:15,429.23,-99
2022/6/8 9:30,467.66,-99
2022/6/8 9:45,505.21,-99
2022/6/8 10:00,539.54,-99
2022/6/8 10:15,590.69,-99
2022/6/8 10:30,642.89,-99
2022/6/8 10:45,692.67,-99
2022/6/8 11:00,733.47,-99
2022/6/8 11:15,760.95,-99
2022/6/8 11:30,791.37,-99
2022/6/8 11:45,813.73,-99
2022/6/8 12:00,844.8,-99
2022/6/8 12:15,879.09,-99
2022/6/8 12:30,901.63,-99
2022/6/8 12:45,924.21,-99
2022/6/8 13:00,931.63,-99
2022/6/8 13:15,938.13,-99
2022/6/8 13:30,940.46,-99
2022/6/8 13:45,941.09,-99
2022/6/8 14:00,940.09,-99
2022/6/8 14:15,937.68,-99
2022/6/8 14:30,929.48,-99
2022/6/8 14:45,921.76,-99
2022/6/8 15:00,894.05,-99
2022/6/8 15:15,866.94,-99
2022/6/8 15:30,853.89,-99
2022/6/8 15:45,812.35,-99
2022/6/8 16:00,793.07,-99
2022/6/8 16:15,766.2,-99
2022/6/8 16:30,723.06,-99
2022/6/8 16:45,686.49,-99
2022/6/8 17:00,637.47,-99
2022/6/8 17:15,584.64,-99
2022/6/8 17:30,535.1,-99
2022/6/8 17:45,504.99,-99
2022/6/8 18:00,462.73,-99
2022/6/8 18:15,416,-99
2022/6/8 18:30,371.35,-99
2022/6/8 18:45,331.02,-99
2022/6/8 19:00,287.11,-99
2022/6/8 19:15,254.29,-99
2022/6/8 19:30,206.87,-99
2022/6/8 19:45,169.27,-99
2022/6/8 20:00,127.98,-99
2022/6/8 20:15,87.06,-99
2022/6/8 20:30,55.37,-99
2022/6/8 20:45,31.47,-99
2022/6/8 21:00,17.32,-99
2022/6/8 21:15,0,-99
2022/6/8 21:30,0,-99
2022/6/8 21:45,0,-99
2022/6/8 22:00,0,-99
2022/6/8 22:15,0,-99
2022/6/8 22:30,0,-99
2022/6/8 22:45,0,-99
2022/6/8 23:00,0,-99
2022/6/8 23:15,0,-99
2022/6/8 23:30,0,-99
2022/6/8 23:45,0,-99
2022/6/9 0:00,0,-99
2022/6/9 0:15,0,-99
2022/6/9 0:30,0,-99
2022/6/9 0:45,0,-99
2022/6/9 1:00,0,-99
2022/6/9 1:15,0,-99
2022/6/9 1:30,0,-99
2022/6/9 1:45,0,-99
2022/6/9 2:00,0,-99
2022/6/9 2:15,0,-99
2022/6/9 2:30,0,-99
2022/6/9 2:45,0,-99
2022/6/9 3:00,0,-99
2022/6/9 3:15,0,-99
2022/6/9 3:30,0,-99
2022/6/9 3:45,0,-99
2022/6/9 4:00,0,-99
2022/6/9 4:15,0,-99
2022/6/9 4:30,0,-99
2022/6/9 4:45,0,-99
2022/6/9 5:00,0,-99
2022/6/9 5:15,0,-99
2022/6/9 5:30,0,-99
2022/6/9 5:45,0,-99
2022/6/9 6:00,0,-99
2022/6/9 6:15,6.28,-99
2022/6/9 6:30,15.41,-99
2022/6/9 6:45,34.08,-99
2022/6/9 7:00,61.03,-99
2022/6/9 7:15,88.47,-99
2022/6/9 7:30,123.89,-99
2022/6/9 7:45,161.76,-99
2022/6/9 8:00,213.27,-99
2022/6/9 8:15,267.67,-99
2022/6/9 8:30,307.93,-99
2022/6/9 8:45,352.35,-99
2022/6/9 9:00,403.13,-99
2022/6/9 9:15,444.68,-99
2022/6/9 9:30,490.47,-99
2022/6/9 9:45,520.17,-99
2022/6/9 10:00,571.4,-99
2022/6/9 10:15,618.61,-99
2022/6/9 10:30,664.36,-99
2022/6/9 10:45,701.3,-99
